web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
1777981426-31,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,54%HP 14 Core i3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT COPILOT 2Years WarrantyRp6.899.000Rp15.000.000Hemat s.d  1% Pakai Bonus4.93rb+ terjualAGRES - HP AuthorizedJakarta Utara,https://www.tokopedia.com/agreshpauthorized/hp-245-g10-ryzen-3-7320-8gb-256gb-w11-ohs-14-0-hd-3y-garansi-resmi-1729838189434406050-1735295996652324002?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"HP 14 Core i3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT COPILOT 2Years Warranty - FS, 4GB/512SSD",Rp6.899.000,4.9,Terjual 3 rb+,Kota Administrasi Jakarta Utara,AGRES - HP Authorized
1777981431-32,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"Advan T-Book Transformers Intel Quad Core N100 8GB 128GB emmc + 256GB SSD 14"" W11Rp3.300.000Hemat s.d  1% Pakai Bonus5.02 terjualMINJIBEAUTYBandung",https://www.tokopedia.com/minjishop9/advan-t-book-transformers-intel-quad-core-n100-8gb-128gb-emmc-256gb-ssd-14-w11?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan T-Book Transformers Intel Quad Core N100 8GB 128GB emmc + 256GB SSD 14"" W11",Rp3.300.000,5.0,Terjual 3,Kota Bandung,MINJIBEAUTY
1777981436-33,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"17%Axioo Hype 3 G11 Intel  Core i3-1125G4 RAM 8GB 256GB SSD 14"" Full HD IPSRp5.985.000Rp7.199.000Hemat s.d  1% Pakai Bonus4.92rb+ terjualDistri LaptopJakarta Pusat",https://www.tokopedia.com/distri-laptop/axioo-hype-3-g11-intel-core-i3-1125g4-ram-8gb-256gb-ssd-14-full-hd-ips-1731414926525761037?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo Hype 3 G11 Intel  Core i3-1125G4 RAM 8GB 256GB SSD 14"" Full HD IPS - Grey DOS, 8GB / 256GB",Rp5.985.000,4.9,Terjual 2 rb+,Kota Administrasi Jakarta Pusat,Distri Laptop
1777981441-34,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"22%ACER Aspire Lite 14 AL14-32P Intel N150 8GB 512GB 256GB 14"" WUXGA Intel Graphics W11 OHSRp6.599.000Rp8.499.000Hemat s.d  1% Pakai Bonus4.9750+ terjualCollins OfficialJakarta Pusat",https://www.tokopedia.com/collinsofficial/acer-aspire-lite-14-al14-32p-intel-n150-8gb-512gb-256gb-14-wuxga-intel-graphics-w11-ohs-1732213454686422215?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D6541860,"ACER Aspire Lite 14 AL14-32P Intel N150 8GB 512GB 256GB 14"" WUXGA Intel Graphics W11 OHS - 8GB/256GB, Silver",Rp6.599.000,4.9,Terjual 750+,Kota Administrasi Jakarta Pusat,Collins Official
1777981446-35,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"18%LAPTOP AXIOO HYPE 5 AMD X6 - Ryzen 5 6600H 16GB 256GB / 512GB 14"" FHD W11Rp8.399.000Rp10.199.000Hemat s.d  1% Pakai Bonus5.0500+ terjualAxioo Official Store IDJakarta Utara",https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-5-amd-x6-ryzen-5-6600h-16gb-256gb-512gb-14-fhd-w11-1734309830508250479?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"LAPTOP AXIOO HYPE 5 AMD X6 - Ryzen 5 6600H 16GB 256GB / 512GB 14"" FHD W11 - 16GB / 256GB, NON BUNDLING",Rp8.399.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,Axioo Official Store ID
1777981451-36,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,Laptop GLOBAL THINKPAD SERI X270 I5 GEN 7 RAM 8/16GB Mulus Original Berkualitas Bergaransi Layar 12.5 inch Windows 11 Prosesor Intel Core i5 SSD 256GB/512GB Grafis Intel HD Graphics 620 Port USB-C USB 3.0 HDMI LAN Konektivitas WiFi Bluetooth Berat 1.3 kgRp3.250.000Hemat s.d  1% Pakai Bonus5.04 terjualLaptop Global_NEWJakarta Barat,https://www.tokopedia.com/laptop-global/laptop-x270-i5-gen-7-ram-8-16gb-mulus-original-berkualitas-bergaransi-layar-12-5-inch-windows-11-prosesor-intel-core-i5-ssd-256gb-512gb-grafis-intel-hd-graphics-620-port-usb-c-usb-3-0-hdmi-lan-konektivitas-wifi-bluetooth-berat-1-3-kg-1732903323811415561?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop GLOBAL THINKPAD SERI X270 I5 GEN 7 RAM 8/16GB Mulus Original Berkualitas Bergaransi Layar 12.5 inch Windows 11 Prosesor Intel Core i5 SSD 256GB/512GB Grafis Intel HD Graphics 620 Port USB-C USB 3.0 HDMI LAN Konektivitas WiFi Bluetooth Berat 1.3 kg - X270 I I5 GEN 7, RAM 8GB I SSD 256GB",Rp3.250.000,5.0,Terjual 4,Kota Administrasi Jakarta Barat,Laptop Global_NEW
1777981456-37,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"Axioo MyBook 14F N4020 4GB / 256GB 13.3"" Inch IPS - RAM 4GB ResmiRp2.399.000Bisa COD5.03 terjualeCompuTex DistribusiMakassar",https://www.tokopedia.com/ecomputex/axioo-mybook-14f-n4020-4gb-256gb-13-3-inch-ips-ram-4gb-resmi?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo MyBook 14F N4020 4GB / 256GB 13.3"" Inch IPS - RAM 4GB Resmi",Rp2.399.000,5.0,Terjual 3,Kota Makassar,eCompuTex Distribusi
1777981461-38,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,31%LAPTOP AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB 14.0 FHD IPS DOS/W11Rp5.999.000Rp8.699.000Hemat s.d  1% Pakai Bonus5.0100+ terjualCollins OfficialJakarta Pusat,https://www.tokopedia.com/collinsofficial/laptop-axioo-hype-3-g11-i3-1125g4-8gb-256gb-14-0-fhd-ips-dos-w11-1730860574630840128?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D6541860,"LAPTOP AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB 14.0 FHD IPS DOS/W11 - BLUE, 8GB DOS",Rp5.999.000,5.0,Terjual 100+,Kota Administrasi Jakarta Pusat,Collins Official
1777981466-39,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"31%ADVAN WORKMATE RYZEN 5 3500U 8GB 256GB SSD 14"" FHD+ W11 ROSE GOLD, GREY, BLUERp5.799.000Rp8.399.000Hemat s.d  1% Pakai Bonus5.015 terjualInfonet Mangga DuaJakarta Pusat",https://www.tokopedia.com/infonetmanggadua/advan-workmate-ryzen-5-3500u-8gb-256gb-ssd-14-fhd-w11-rose-gold-grey-blue-1733754991570617880?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ADVAN WORKMATE RYZEN 5 3500U 8GB 256GB SSD 14"" FHD+ W11 ROSE GOLD, GREY, BLUE - BLUE",Rp5.799.000,5.0,Terjual 15,Kota Administrasi Jakarta Pusat,Infonet Mangga Dua
1777981471-40,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,29%ASUS Vivobook GO 14 E1404GA I3 N305 8GB 256 GB/ 512GB W11+OHS 14.0FHDRp7.799.000Rp10.999.0005.0250+ terjualASUS Authorized JakartaJakarta Pusat,https://www.tokopedia.com/asus-authorized-jakarta/asus-vivobook-go-14-e1404ga-i3-n305-8gb-256-gb-512gb-w11-ohs-14-0fhd-1733730803940886212?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ASUS Vivobook GO 14 E1404GA I3 N305 8GB 256 GB/ 512GB W11+OHS 14.0FHD - 8GB/256GB, Standard",Rp7.799.000,5.0,Terjual 250+,Kota Administrasi Jakarta Pusat,ASUS Authorized Jakarta
1777981476-41,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"18%ACER Aspire Lite 14 AL14-32P-C8PX Intel N150 8/256GB SSD Windows 11 OHS 14"" inch WUXGA IPS Light Silver, Fresh Blue and Nude PinkRp6.599.000Rp8.000.000Hemat s.d  1% Pakai Bonus4.9100+ terjualAcer Authorized Store JakartaJakarta Utara",https://www.tokopedia.com/acer-jakarta/acer-aspire-lite-14-al14-32p-c8px-intel-n150-8-256gb-ssd-windows-11-ohs-14-inch-wuxga-ips-light-silver-fresh-blue-and-nude-pink-1733363128723932308?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ACER Aspire Lite 14 AL14-32P-C8PX Intel N150 8/256GB SSD Windows 11 OHS 14"" inch WUXGA IPS Light Silver, Fresh Blue and Nude Pink - Light Silver, Windows 11 Home, LAPTOP",Rp6.599.000,4.9,Terjual 100+,Kota Administrasi Jakarta Utara,Acer Authorized Store Jakarta
1777981482-42,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"ADVAN SOULMATE SG14S01A N4020/4GB/128GB eMMC + 256GB SSD/14"" HD/W11Rp2.480.000Bisa COD2 terjualPromota-StoreSurabaya",https://www.tokopedia.com/promota-store/advan-soulmate-sg14s01a-n4020-4gb-128gb-emmc-256gb-ssd-14-hd-w11?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ADVAN SOULMATE SG14S01A N4020/4GB/128GB eMMC + 256GB SSD/14"" HD/W11",Rp2.480.000,,2 barang berhasil terjual,Kota Surabaya,Promota-Store
1777981487-43,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"ACER ASPIRE LITE 14 AL14 N4500 8GB 512GB SSD 14"" FHD IPS WIN11 OHS2024Rp6.279.000Rp6.299.000Hemat s.d  1% Pakai Bonus5.026 terjualAcer Exclusive Mall AmbasadorJakarta Selatan",https://www.tokopedia.com/acer-exclusive-mall-ambasador/acer-aspire-lite-14-n150-8gb-512gb-ssd-14-wuxga-ips-w11-ohs2024-1731346978553366462-1735283215553693630?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 N4500 8GB 512GB SSD 14"" FHD IPS WIN11 OHS2024 - 8GB 256GB SSD, UNIT ONLY",Rp6.279.000,5.0,Terjual 26,Kota Administrasi Jakarta Selatan,Acer Exclusive Mall Ambasador
1777981492-44,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,Axioo Hype 10 intel celeron N4020 RAM 8GB 256GB SSD 14.0-inch Windows 11 Home Garansi Resmi AXIOO 1 TahunRp3.749.000Rp3.849.000Hemat s.d  1% Pakai Bonus5.020 terjualAgres ID CilegonCilegon,https://www.tokopedia.com/agrescilegon/axioo-hype-10-intel-celeron-n4020-ram-8gb-256gb-ssd-14-0-inch-windows-11-home-garansi-resmi-axioo-1-tahun-1731177831792215684?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo Hype 10 intel celeron N4020 RAM 8GB 256GB SSD 14.0-inch Windows 11 Home Garansi Resmi AXIOO 1 Tahun - Tanpa Paket, Hype 1 4/128GB",Rp3.749.000,5.0,Terjual 20,Kota Cilegon,Agres ID Cilegon
1777981497-45,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,Advan Laptop Soulmate Celeron N4020 4GB/128GB Garansi ResmiRp3.399.0005.04 terjualsevenshopptkPontianak,https://www.tokopedia.com/sevenshopptk/advan-laptop-soulmate-celeron-n4020-4gb-128gb-garansi-resmi-hitam-4gb-128gb-24240?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan Laptop Soulmate Celeron N4020 4GB/128GB Garansi Resmi - Hitam, 4GB/128GB",Rp3.399.000,5.0,Terjual 4,Kota Pontianak,sevenshopptk
1777981502-46,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"65%Acer Aspire Lite 14 AL14-36P Series – Intel N4500 | 8GB DDR4 | 256GB / 512GB SSD | 14” FHD IPS | Win11 OH24 | Grey | Laptop pelajar, sekolah, kerja ringan, UMKM, penggunaan harian basic & multitasking ringanRp6.299.000Rp17.999.000Hemat s.d  1% Pakai Bonus5.050+ terjualAcer Official Authorized StoreJakarta Pusat",https://www.tokopedia.com/acerid/gajian-sale-acer-aspire-lite-14-al14-37p-c39a-n150-8gb-256gb-ssd-14-fhd-ips-w11h-oh2024-rose-sakura-pink-nx-dgzsn-001-laptop-kuliah-kerja-sekolah-pelajar-1731239359518901269-1735424539412956181?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Acer Aspire Lite 14 AL14-36P Series – Intel N4500 | 8GB DDR4 | 256GB / 512GB SSD | 14” FHD IPS | Win11 OH24 | Grey | Laptop pelajar, sekolah, kerja ringan, UMKM, penggunaan harian basic & multitasking ringan - Gray, 256GB, Unit only",Rp6.299.000,5.0,Terjual 50+,Kota Administrasi Jakarta Pusat,Acer Official Authorized Store
1777981507-47,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"23%ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 TahunRp6.199.000Rp7.999.000Hemat s.d  1% Pakai Bonus4.91rb+ terjualADVAN INDONESIAKab. Tangerang",https://www.tokopedia.com/advanstore/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-inch-fhd-16-10-ips-wifi-5-upgradable-free-windows-11-garansi-resmi-1-tahun-1732195776192677735?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D21392088,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 Tahun - Light Blue",Rp6.199.000,4.9,Terjual 1 rb+,Kab. Tangerang,ADVAN INDONESIA
1777981512-48,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,26%LAPTOP HP 14 I3 1315 8GB 512GB W11+OHS 14.0FHD BLIT COPILOTRp6.899.000Rp9.299.000Hemat s.d  1% Pakai Bonus4.9750+ terjualAGRES IDJakarta Utara,https://www.tokopedia.com/agresid/laptop-hp-14-i3-1315-8gb-512gb-w11-ohs-14-0fhd-blit-copilot-1733336336487384131?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"LAPTOP HP 14 I3 1315 8GB 512GB W11+OHS 14.0FHD BLIT COPILOT - Non Bundle, 4GB 512GB",Rp6.899.000,4.9,Terjual 750+,Kota Administrasi Jakarta Utara,AGRES ID
1777981517-49,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"14%AXIOO Mybook Hype 10 N4020 SSD 256GB RAM 8GB 14"" Garansi ResmiRp4.553.000Rp5.299.000Hemat s.d  1% Pakai Bonus5.030+ terjualiSmile IndonesiaJakarta Pusat",https://www.tokopedia.com/ismile-indonesia/axioo-mybook-hype-10-n4020-ssd-256gb-ram-8gb-14-garansi-resmi-1732033400789239691?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"AXIOO Mybook Hype 10 N4020 SSD 256GB RAM 8GB 14"" Garansi Resmi - Midnignt Black",Rp4.553.000,5.0,Terjual 30+,Kota Administrasi Jakarta Pusat,iSmile Indonesia
1777981522-50,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,Advan Workmate Ryzen 5 3500U 8GB SSD 256GB 14″ FHD W11Rp5.799.000Rp5.999.000Hemat s.d  1% Pakai Bonus4.940+ terjualAdvan Authorized BogorJakarta Utara,https://www.tokopedia.com/advan-authorized-bogor/advan-workmate-ryzen-5-3500u-8gb-ssd-256gb-14-fhd-w11-1733543926067005305?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan Workmate Ryzen 5 3500U 8GB SSD 256GB 14″ FHD W11 - LIGHT BLUE, 8GB, UNIT ONLY",Rp5.799.000,4.9,Terjual 40+,Kota Administrasi Jakarta Utara,Advan Authorized Bogor
1777981527-51,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,15%Laptop HP Intel Core i3 UHD 8GB RAM 512GB SSD Silver Windows 11 Home 15.6 Inch Garansi 2 Tahun Official Non SecondRp8.589.000Rp10.049.000Hemat s.d  1% Pakai Bonus4.9250+ terjualHP IndonesiaJakarta Utara,https://www.tokopedia.com/hp/laptop-hp-intel-core-i3-uhd-8gb-ram-512gb-ssd-silver-blue-white-windows-11-home-15-6-inch-garansi-2-tahun-official-non-second-1734008384732628867?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,Laptop HP Intel Core i3 UHD 8GB RAM 512GB SSD Silver Windows 11 Home 15.6 Inch Garansi 2 Tahun Official Non Second - Silver COPILOT,Rp8.589.000,4.9,Terjual 250+,Kota Administrasi Jakarta Utara,HP Indonesia
1777981532-52,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,12%Advan Workmate Ryzen 5 3500U 8GB 256GB W11 14.0UWUXGA IPSRp5.729.000Rp6.499.000Hemat s.d  1% Pakai Bonus5.0100+ terjualAMD Official StoreJakarta Utara,https://www.tokopedia.com/amd-id/advan-workmate-ryzen-5-3500u-8gb-256gb-w11-14-0uwuxga-ips-1731956641295598971-1734627421937436027?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan Workmate Ryzen 5 3500U 8GB 256GB W11 14.0UWUXGA IPS - Light Blue 8GB/256GB, Standard",Rp5.729.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,AMD Official Store
1777981537-53,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,TOKO LAPTOP ID Laptop X280 i5 Generasi Ke-8 RAM 8GB 12.5 Inch Windows 11 Prosesor Intel Core i5 Gen 8 RAM 8GB Layar 12.5 Inch Sistem Operasi Windows 11 Cocok untuk Berbagai KebutuhanRp3.350.000Hemat s.d  1% Pakai Bonus4.824 terjualToko Laptop ID_NEWJakarta Barat,https://www.tokopedia.com/toko-laptop-id/laptop-x280-i5-generasi-ke-8-ram-8gb-12-5-inch-windows-11-prosesor-intel-core-i5-gen-8-ram-8gb-layar-12-5-inch-sistem-operasi-windows-11-cocok-untuk-berbagai-kebutuhan-1733614466457896568?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"TOKO LAPTOP ID Laptop X280 i5 Generasi Ke-8 RAM 8GB 12.5 Inch Windows 11 Prosesor Intel Core i5 Gen 8 RAM 8GB Layar 12.5 Inch Sistem Operasi Windows 11 Cocok untuk Berbagai Kebutuhan - X280 I I5 GEN 8, 8GB I SSD 256GB",Rp3.350.000,4.8,Terjual 24,Kota Administrasi Jakarta Barat,Toko Laptop ID_NEW
1777981542-54,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"21%Laptop ADVAN Workmate Ryzen 5 3500U 8GB 256GB SSD 14"" FHD W11Rp5.709.000Rp7.199.000Hemat s.d  1% Pakai Bonus4.9250+ terjualDistri LaptopJakarta Pusat",https://www.tokopedia.com/distri-laptop/laptop-advan-workmate-ryzen-5-3500u-8gb-256gb-ssd-14-fhd-w11-1732181298199954957?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop ADVAN Workmate Ryzen 5 3500U 8GB 256GB SSD 14"" FHD W11 - Biru, 8GB RAM",Rp5.709.000,4.9,Terjual 250+,Kota Administrasi Jakarta Pusat,Distri Laptop
1777981548-55,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,PROMO !! LAPTOP ASUS X441 RAM (8GB/1TB - 8GB/512GB SSD) FREE MOUSE/TASRp1.350.0004.6250+ terjualRedStar ElectronicJakarta Barat,https://www.tokopedia.com/redstarelectronic/promo-laptop-asus-x441-ram-8gb-1tb-8gb-512gb-ssd-free-mouse-tas-gold-2gb-500gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"PROMO !! LAPTOP ASUS X441 RAM (8GB/1TB - 8GB/512GB SSD) FREE MOUSE/TAS - gold, 2GB/500GB",Rp1.350.000,4.6,Terjual 250+,Kota Administrasi Jakarta Barat,RedStar Electronic
1777981553-56,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,18%Laptop ACER Aspire Lite AL14 32P Intel N150 8GB RAM 512GB SSD Windows 11 + OHS + M365 14” WUXGA - LAPTOP CONSUMERRp6.574.000Rp7.999.000Hemat s.d  1% Pakai Bonus5.0500+ terjualroyalltechJakarta Utara,https://www.tokopedia.com/royalltech/laptop-acer-aspire-lite-al14-32p-intel-n150-8gb-ram-512gb-ssd-windows-11-ohs-m365-14-wuxga-laptop-consumer-1734243031838852599?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop ACER Aspire Lite AL14 32P Intel N150 8GB RAM 512GB SSD Windows 11 + OHS + M365 14” WUXGA - LAPTOP CONSUMER - LAPTOP, RAM 8GB/256GB SSD",Rp6.574.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,royalltech
1777981558-57,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"36%ASUS Vivobook Go 14 E1404TA Intel N150 8GB 256GB INTEL UHD 14"" FHD IPS W11 OHSRp6.699.000Rp10.499.000Hemat s.d  1% Pakai Bonus4.91rb+ terjualCollins OfficialJakarta Pusat",https://www.tokopedia.com/collinsofficial/asus-vivobook-go-14-e410ka-n4500-8gb-256gb-intel-uhd-14-fhd-w11-ohs-1735415447691297991?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ASUS Vivobook Go 14 E1404TA Intel N150 8GB 256GB INTEL UHD 14"" FHD IPS W11 OHS - Mixed black",Rp6.699.000,4.9,Terjual 1 rb+,Kota Administrasi Jakarta Pusat,Collins Official
1777981563-58,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,29%Axioo Laptop Hype 1 Intel Celeron N4020/4GB/128GB/HD - Windows 11Rp4.149.000Rp5.849.0004.9100+ terjualAxioo IndonesiaJakarta Timur,https://www.tokopedia.com/axioo-indonesia/axioo-laptop-hype-1-intel-celeron-n4020-4gb-128gb-hd-windows-11-1730815058184930389?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo Laptop Hype 1 Intel Celeron N4020/4GB/128GB/HD - Windows 11 - Blue, Include",Rp4.149.000,4.9,Terjual 100+,Kota Administrasi Jakarta Timur,Axioo Indonesia
1777981568-59,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20zyrex,"55%Laptop AXIOO HYPE 10 Intel N4020 DDR4 8GB SSD 256GB 14"" Intel UHDRp4.549.000Rp9.999.000Hemat s.d  1% Pakai Bonus5.02rb+ terjualCollins OfficialJakarta Pusat",https://www.tokopedia.com/collinsofficial/laptop-axioo-hype-10-intel-n4020-ddr4-8gb-ssd-256gb-14-intel-uhd-dos-adfa7?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D6541860,"Laptop AXIOO HYPE 10 Intel N4020 DDR4 8GB SSD 256GB 14"" Intel UHD - DOS",Rp4.549.000,5.0,Terjual 2 rb+,Kota Administrasi Jakarta Pusat,Collins Official
