web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
"1777273852-1073","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a5s secondRp1.175.000Bisa COD5.03 terjualriyo hpSemarang","https://www.tokopedia.com/gg-handphone/oppo-a5s-second?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a5s second","Rp1.175.000","5","Terjual 3","Kota Semarang","riyo hp"
"1777273857-1074","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a76 6/128. like new.Rp2.475.000Bisa COD5.05 terjualriyo hpSemarang","https://www.tokopedia.com/gg-handphone/oppo-a76-6-128-like-new?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a76 6/128. like new.","Rp2.475.000","5","Terjual 5","Kota Semarang","riyo hp"
"1777273862-1075","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a31 4 128 second mulusRp1.600.000Bisa COD5.06 terjualriyo hpSemarang","https://www.tokopedia.com/gg-handphone/oppo-a31-4-128-second-mulus?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a31 4 128 second mulus","Rp1.600.000","5","Terjual 6","Kota Semarang","riyo hp"
"1777273868-1076","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","hp oppo y20 scond originalRp1.750.000Hemat s.d  1% Pakai Bonus1 terjualGunawanonlineofficialJakarta Pusat","https://www.tokopedia.com/gunawanonlineofficial/hp-oppo-y20-scond-original-1734531924720715164?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","hp oppo y20 scond original","Rp1.750.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Pusat","Gunawanonlineofficial"
"1777273873-1077","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Hp Oppo F3 4/64GB fullset netRp950.000Hemat s.d  1% Pakai Bonus5.03 terjualpho pho cellJakarta Pusat","https://www.tokopedia.com/didoalfarezi/hp-oppo-f3-4-64gb-fullset-net?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Hp Oppo F3 4/64GB fullset net","Rp950.000","5","Terjual 3","Kota Administrasi Jakarta Pusat","pho pho cell"
"1777273878-1078","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Hp Oppo F9 4/64GB fullset netRp900.000Hemat s.d  1% Pakai Bonus5.014 terjualpho pho cellJakarta Pusat","https://www.tokopedia.com/didoalfarezi/hp-oppo-f9-4-64gb-fullset-net?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Hp Oppo F9 4/64GB fullset net","Rp900.000","5","Terjual 14","Kota Administrasi Jakarta Pusat","pho pho cell"
"1777273883-1079","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo F11 6/128gb | Oppo F 11 | hp oppo second normalRp1.100.000Hemat s.d  1% Pakai Bonus4.930+ terjualBest Yude StoreJakarta Pusat","https://www.tokopedia.com/yude-cell-official/oppo-f11-6-128gb-oppo-f-11-hp-oppo-second-normal-6-128gb-09f10?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo F11 6/128gb | Oppo F 11 | hp oppo second normal - 6/128GB","Rp1.100.000","4.9","Terjual 30+","Kota Administrasi Jakarta Pusat","Best Yude Store"
"1777273889-1080","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Lengkap | oppo a17 4/64 bekas | hp bekas | hp second oppo a17 4/64Rp1.122.000Bisa COD5.02 terjualSecondponselJakarta Utara","https://www.tokopedia.com/secondponselco/lengkap-oppo-a17-4-64-bekas-hp-bekas-hp-second-oppo-a17-4-64-blue-grade-a-5f0a7?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Lengkap | oppo a17 4/64 bekas | hp bekas | hp second oppo a17 4/64 - blue grade A","Rp1.122.000","5","Terjual 2","Kota Administrasi Jakarta Utara","Secondponsel"
"1777273894-1081","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo A5 2020 3/64 gb BAtanRp1.000.000Hemat s.d  1% Pakai Bonus5.07 terjualToko ayashaqiaJakarta Utara","https://www.tokopedia.com/ayasha-beauty/oppo-a5-2020-3-64-gb-batan-1732010114375386619?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo A5 2020 3/64 gb BAtan","Rp1.000.000","5","Terjual 7","Kota Administrasi Jakarta Utara","Toko ayashaqia"
"1777273900-1082","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","handphone bekas oppo a17 originalRp800.000Bisa COD3 terjualamrstroeeKab. Sukabumi","https://www.tokopedia.com/amrstoree/handphone-bekas-oppo-a17-original?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","handphone bekas oppo a17 original","Rp800.000","","3 barang berhasil terjual","Kab. Sukabumi","amrstroee"
"1777273905-1083","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo Reno 14f 5G 8/256GB fullset original mulusRp4.500.000Hemat s.d  1% Pakai Bonus5.017 terjualpho pho cellJakarta Pusat","https://www.tokopedia.com/didoalfarezi/oppo-reno-14f-5g-8-256gb-fullset-original-mulus-1732458792645854315?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo Reno 14f 5G 8/256GB fullset original mulus - 12/256","Rp4.500.000","5","Terjual 17","Kota Administrasi Jakarta Pusat","pho pho cell"
"1777273911-1084","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a37 secondRp600.000Bisa COD5.030+ terjualARA GALERYKUKab. Bantul","https://www.tokopedia.com/arababyshop22/oppo-a37-second-2-unit?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a37 second - 2 unit","Rp600.000","5","Terjual 30+","Kab. Bantul","ARA GALERYKU"
"1777273917-1085","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo F7 4GB/64GB Fullset ResmiRp899.000Hemat s.d  1% Pakai Bonus5.030+ terjualPhoneNgungJakarta Barat","https://www.tokopedia.com/phonengung/oppo-f7-4gb-64gb-fullset-resmi-1731067781390435556?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo F7 4GB/64GB Fullset Resmi - 4gb/64gb","Rp899.000","5","Terjual 30+","Kota Administrasi Jakarta Barat","PhoneNgung"
"1777273922-1086","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo A12 3/32GB Garansi ResmiRp700.000Bisa COD4.921 terjualTokoacoy Official_NEWJakarta Barat","https://www.tokopedia.com/tokoacoy/oppo-a12-3-32gb-garansi-resmi-unit-only?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo A12 3/32GB Garansi Resmi - Unit only","Rp700.000","4.9","Terjual 22","Kota Administrasi Jakarta Barat","Tokoacoy Official_NEW"
"1777273928-1087","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO A60 8/128 & 8/256 SECOND FULLSET ORIRp1.775.000Hemat s.d  1% Pakai Bonus5.01 terjualA STORE GADGET_NEWKab. Bogor","https://www.tokopedia.com/alaix/oppo-a60-8-128-8-256-second-fullset-ori-8-128-425b7?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO A60 8/128 & 8/256 SECOND FULLSET ORI - 8/128","Rp1.775.000","5","Terjual 1","Kab. Bogor","A STORE GADGET_NEW"
"1777273933-1088","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo F11 6/128gb | Oppo F 11 | Hanphone Oppo F11 pro 4G+ | Oppo Second BergaransiRp1.100.000Hemat s.d  1% Pakai Bonus4.830+ terjualBest Yude StoreJakarta Pusat","https://www.tokopedia.com/yude-cell-official/oppo-f11-6-128gb-oppo-f-11-hanphone-oppo-f11-pro-4g-oppo-second-bergaransi-6-128gb-e6391?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo F11 6/128gb | Oppo F 11 | Hanphone Oppo F11 pro 4G+ | Oppo Second Bergaransi - 6/128GB","Rp1.100.000","4.8","Terjual 30+","Kota Administrasi Jakarta Pusat","Best Yude Store"
"1777273939-1089","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a53 4/64Rp1.725.000Bisa COD5.03 terjualriyo hpSemarang","https://www.tokopedia.com/gg-handphone/oppo-a53-4-64?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a53 4/64","Rp1.725.000","5","Terjual 3","Kota Semarang","riyo hp"
"1777273944-1090","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo A3 Pro 5G 8Gb/256 GB smartphoneRp3.000.000Hemat s.d  1% Pakai Bonus5.08 terjualmochi jaya berkahDepok","https://www.tokopedia.com/mochijayaberkah/oppo-a3-pro-5g-8gb-256-gb-smartphone-1731757442953741619?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo A3 Pro 5G 8Gb/256 GB smartphone - Hitam","Rp3.000.000","5","Terjual 8","Kota Depok","mochi jaya berkah"
"1777273949-1091","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Jual oppo a58 8/128 second like new 1bulan pakek istimewa like newRp2.035.000Hemat s.d  1% Pakai Bonus5.02 terjualKamila cellularSurakarta","https://www.tokopedia.com/kamila-cellular/jual-oppo-a58-8-128-second-like-new-1bulan-pakek-istimewa-like-new?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Jual oppo a58 8/128 second like new 1bulan pakek istimewa like new","Rp2.035.000","5","Terjual 2","Kota Surakarta","Kamila cellular"
"1777273955-1092","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo A53 ram 8gb blue smartphone plus caseRp550.0001 terjualleniandi shopBandar Lampung","https://www.tokopedia.com/leniandi-shop/oppo-a53-ram-8gb-blue-smartphone-plus-case-1732596596863174382?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo A53 ram 8gb blue smartphone plus case","Rp550.000","","1 barang berhasil terjual","Kota Bandar Lampung","leniandi shop"
"1777273960-1093","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO N3 FOLD 16/512 RESMIRp12.000.000Hemat s.d  1% Pakai Bonus5.04 terjualDISON CELLJakarta Pusat","https://www.tokopedia.com/dison-cell/oppo-n3-fold-16-512-resmi-1732388598453995105?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO N3 FOLD 16/512 RESMI","Rp12.000.000","5","Terjual 4","Kota Administrasi Jakarta Pusat","DISON CELL"
"1777273965-1094","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a77s Ram 6/128Gb....Rp800.000Bisa CODpikJakarta Pusat","https://www.tokopedia.com/pik-440/oppo-a77s-ram-6-128gb-1734037157174412573?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a77s Ram 6/128Gb....","Rp800.000","","","Kota Administrasi Jakarta Pusat","pik"
"1777273970-1095","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a57 4 64gb garansi resmiRp2.015.000Bisa COD5.02 terjualriyo hpSemarang","https://www.tokopedia.com/gg-handphone/oppo-a57-4-64gb-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a57 4 64gb garansi resmi","Rp2.015.000","5","Terjual 2","Kota Semarang","riyo hp"
"1777273975-1096","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Jual oppo reno 13 5G 12/256 white second milus istimwaa siap pakai garansiRp5.400.000Hemat s.d  1% Pakai BonusKamila cellularSurakarta","https://www.tokopedia.com/kamila-cellular/jual-oppo-reno-13-5g-12-256-white-second-milus-istimwaa-siap-pakai-garansi-1734358271067391007?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Jual oppo reno 13 5G 12/256 white second milus istimwaa siap pakai garansi","Rp5.400.000","","","Kota Surakarta","Kamila cellular"
"1777273981-1097","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Hp Oppo A83 4/32GB Hanphone Oppo A83 Second BergaransiRp650.000Hemat s.d  1% Pakai Bonus5.06 terjualBest Yude StoreJakarta Pusat","https://www.tokopedia.com/yude-cell-official/hp-oppo-a83-4-32gb-hanphone-oppo-a83-second-bergaransi?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Hp Oppo A83 4/32GB Hanphone Oppo A83 Second Bergaransi","Rp650.000","5","Terjual 6","Kota Administrasi Jakarta Pusat","Best Yude Store"
"1777273986-1098","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO A1K SECOND RASA BARURp410.000Hemat s.d  1% Pakai Bonus5.07 terjual- iki -Kab. Cirebon","https://www.tokopedia.com/tikiandroid/oppo-a1k-second-rasa-baru-1732723728369943646?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO A1K SECOND RASA BARU - hp saja","Rp410.000","5","Terjual 7","Kab. Cirebon","- iki -"
"1777273991-1099","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo Reno 13F 5G 8/256 GB Garansi Resmi Oppo Indonesia Second Bekas OriginalRp3.525.0005.01 terjualGarasi Gadget IDNJakarta Utara","https://www.tokopedia.com/garasigadgetidn/oppo-reno-13f-5g-8-256-gb-garansi-resmi-oppo-indonesia-second-bekas-original-1731673029853022155?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo Reno 13F 5G 8/256 GB Garansi Resmi Oppo Indonesia Second Bekas Original - Unit Only","Rp3.525.000","5","Terjual 1","Kota Administrasi Jakarta Utara","Garasi Gadget IDN"
"1777273996-1100","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo A5i 4/128gb - agustus 2026Rp1.250.000Hemat s.d  1% Pakai BonushafidzcellwtcSurabaya","https://www.tokopedia.com/081235902324/oppo-a5i-4-128gb-agustus-2026-1734429090647213493?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo A5i 4/128gb - agustus 2026","Rp1.250.000","","","Kota Surabaya","hafidzcellwtc"
"1777274001-1101","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a15. 3/32gbRp1.397.250Bisa COD5.016 terjualriyo hpSemarang","https://www.tokopedia.com/gg-handphone/oppo-a15-3-32gb?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a15. 3/32gb","Rp1.397.250","5","Terjual 16","Kota Semarang","riyo hp"
"1777274006-1102","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo reno 14f 5g 12/512 ex garansi resmiRp1.750.000Hemat s.d  1% Pakai Bonusadzakiya storeTangerang","https://www.tokopedia.com/adzakiya-store/oppo-reno-14f-5g-12-512-ex-garansi-resmi-1734417510133957995?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo reno 14f 5g 12/512 ex garansi resmi","Rp1.750.000","","","Kota Tangerang","adzakiya store"
"1777274011-1103","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO A31 6/128 SECOND FULLSETRp850.0005.040+ terjualsupersupercellJakarta Timur","https://www.tokopedia.com/supersupercell/oppo-a31-6-128-second-fullset-mobile-phone?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO A31 6/128 SECOND FULLSET - MOBILE PHONE","Rp850.000","5","Terjual 40+","Kota Administrasi Jakarta Timur","supersupercell"
"1777274017-1104","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo Find X5 Pro 5g 12/256GB White Mulus No Minus (Unit+Charger only)Rp4.199.000Hemat s.d  1% Pakai BonusVR PhonestoreJakarta Pusat","https://www.tokopedia.com/vrphonestore/oppo-find-x5-pro-5g-12-256gb-white-mulus-no-minus-unit-charger-only-1734406874164397724?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo Find X5 Pro 5g 12/256GB White Mulus No Minus (Unit+Charger only)","Rp4.199.000","","","Kota Administrasi Jakarta Pusat","VR Phonestore"
"1777274022-1105","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO RENO 5 4G ex Display 8+8/128GBRp1.500.0001 terjualRUZLYJakarta Timur","https://www.tokopedia.com/ruzly-35/oppo-reno-5-4g-ex-display-8-8-128gb-1729911050388473111?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO RENO 5 4G ex Display 8+8/128GB","Rp1.500.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Timur","RUZLY"
"1777274027-1106","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO A6X 4/128 NEW SEGELRp2.299.000Hemat s.d  1% Pakai BonusSMILE PHONE JOGJA_NEWYogyakarta","https://www.tokopedia.com/jsphone-1/oppo-a6x-4-128-new-segel-1734282682107266369?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO A6X 4/128 NEW SEGEL","Rp2.299.000","","","Kota Yogyakarta","SMILE PHONE JOGJA_NEW"
"1777274032-1107","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","oppo a37 murmer lengkap beserta dosboknyaRp200.000sein glassesKab. Pasuruan","https://www.tokopedia.com/sein-glasses/oppo-a37-murmer-lengkap-beserta-dosboknya-1732247526504302286?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","oppo a37 murmer lengkap beserta dosboknya","Rp200.000","","","Kab. Pasuruan","sein glasses"
"1777274037-1108","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","hp opho a60 8/256gb garansi resmiRp2.566.0005.013 terjualLeon abadi perkasaPalembang","https://www.tokopedia.com/leonabadiperkasa/hp-opho-a60-8-256gb-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","hp opho a60 8/256gb garansi resmi","Rp2.566.000","5","Terjual 13","Kota Palembang","Leon abadi perkasa"
"1777274042-1109","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Oppo A38 Ram6/128Gb Resmi SEIN BNOBRp1.400.000Hemat s.d  1% Pakai Bonus4.79 terjualMILA CELL SURABAYA WTCSurabaya","https://www.tokopedia.com/milacell/oppo-a38-ram6-128gb-resmi-sein-bnob-ram-4-128gb-60666?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Oppo A38 Ram6/128Gb Resmi SEIN BNOB - RAM 4/128GB","Rp1.400.000","4.7","Terjual 9","Kota Surabaya","MILA CELL SURABAYA WTC"
"1777274048-1110","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","HP EX DEMO OPPO A60 RAM 8/128GB UNGU SETENGAH HARGARp1.600.000Bisa CODmarketcellulerkpgKupang","https://www.tokopedia.com/marketcellulerkpg/hp-ex-demo-oppo-a60-ram-8-128gb-ungu-setengah-harga-1733439530738943385?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","HP EX DEMO OPPO A60 RAM 8/128GB UNGU SETENGAH HARGA","Rp1.600.000","","","Kota Kupang","marketcellulerkpg"
"1777274053-1111","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","Hp Oppo a1k Second Siap PakaiRp170.50010 terjualJatimGsnCellSurabaya","https://www.tokopedia.com/jatimgsncell/hp-oppo-a1k-second-siap-pakai-1734315720774420424?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","Hp Oppo a1k Second Siap Pakai","Rp170.500","","10 barang berhasil terjual","Kota Surabaya","JatimGsnCell"
"1777274058-1112","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","hp Oppo second reno 5 8/128GB fullset ori mulus mantap netRp1.800.000Hemat s.d  1% Pakai Bonus4.8100+ terjualpho pho cellJakarta Pusat","https://www.tokopedia.com/didoalfarezi/hp-oppo-second-reno-5-8-128gb-fullset-ori-mulus-mantap-net-fullset-fe94e?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","hp Oppo second reno 5 8/128GB fullset ori mulus mantap net - fullset","Rp1.800.000","4.8","Terjual 100+","Kota Administrasi Jakarta Pusat","pho pho cell"
"1777274063-1113","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","hp opho a60 8/128gb garansi resmiRp2.185.000Bisa COD5.027 terjualLeon abadi perkasaPalembang","https://www.tokopedia.com/leonabadiperkasa/hp-opho-a60-8-128gb-garansi-resmi?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","hp opho a60 8/128gb garansi resmi","Rp2.185.000","5","Terjual 27","Kota Palembang","Leon abadi perkasa"
"1777274068-1114","https://www.tokopedia.com/search?condition=2&navsource=&sc=24&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=product&q=hp%20oppo","OPPO FIND X5 PRO 5G 12/256 GB WHIT BOX RESMI NO MINUS5Rp5.350.000Hemat s.d  1% Pakai BonusDivapKeyshaStoreKab. Bekasi","https://www.tokopedia.com/divapkeyshastore/oppo-find-x5-pro-5g-12-256-gb-whit-box-resmi-no-minus5-1731273059702047796?extParam=ivf%3Dfalse%26keyword%3Dhp+oppo%26search_id%3D2026042707051834ED066DF378EF26F1XR%26src%3Dsearch","OPPO FIND X5 PRO 5G 12/256 GB WHIT BOX RESMI NO MINUS5","Rp5.350.000","","","Kab. Bekasi","DivapKeyshaStore"
